delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2180429,23055,1013,DELIVERED,37e0a2508bb,5,PAID,3446,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Fort Worth, Texas, United States",26/11/2021,26/11/2021,03/02/2022,11/02/2022,11/02/2022,08/02/2022
2180433,3906,4669,DELIVERED,62660212ecc,5,PAID,2725,C,Boston,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China",,"Dallas, Texas, United States",12/10/2021,15/10/2021,,07/12/2021,09/12/2021,04/12/2021
2180438,3653,1499,DELIVERED,03f8929bc4a,5,PAID,3100,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",09/12/2021,13/12/2021,31/01/2022,05/02/2022,07/02/2022,04/02/2022
2180440,25651,3005,DELIVERED,2ae5fd0370f,33,PAID,4213,D,New York,,,,,,,,,,
2180444,25651,2569,DELIVERED,33c7b4aadca,15,PAID,2759,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",24/10/2021,16/11/2021,03/12/2021,10/12/2021,10/12/2021,09/12/2021
2180446,29458,1583,DELIVERED,62962c29a7e,5,PAID,1943,A,Birmingham,,,,,,,,,,
2180448,,222,DELIVERED,70081bc7cda,5,PAID,1909,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",23/11/2021,23/11/2021,05/01/2022,26/01/2022,28/01/2022,26/01/2022
2180451,14702,3140,DELIVERED,ab391e22c81,5,PAID,1496,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",30/11/2021,13/12/2021,23/01/2022,01/01/1900,26/01/2022,22/01/2022
2180452,7868,864,DELIVERED,e1deebff4ea,1,PAID,3360,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",27/10/2021,31/10/2021,01/02/2022,12/02/2022,14/02/2022,12/02/2022
2180457,545,2344,DELIVERED,ab063d5af74,5,PAID,3715,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",09/10/2021,14/10/2021,30/12/2021,02/01/2022,05/01/2022,05/01/2022
2180459,28913,1119,DELIVERED,71f845e34da,5,PAID,3885,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",17/10/2021,27/10/2021,20/12/2021,24/12/2021,27/12/2021,22/12/2021
2180461,18715,1110,DELIVERED,8031e19e31b,5,PAID,1027,A,Birmingham,,,,,,,,,23/12/2021,
2180462,2836,893,DELIVERED,b6d637f00a7,5,PAID,2415,B,San Jose,,,,,,,,,,
2180468,24189,869,DELIVERED,3d5df84c186,13,PAID,3675,C,Boston,,,,,,,,,,
2180469,3354,1027,DELIVERED,e4947345e17,5,PAID,4308,B,San Jose,,,,,,,,,16/01/2022,
2180474,25651,1834,DELIVERED,06e5889e08e,5,PAID,1493,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",21/12/2021,21/12/2021,22/01/2022,23/01/2022,24/01/2022,22/01/2022
2180475,8710,1629,DELIVERED,98cc33498cd,5,PAID,1577,B,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",05/01/2022,08/01/2022,04/03/2022,,21/03/2022,16/02/2022
2180477,25651,2242,DELIVERED,bdf17ae158c,5,PAID,1021,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",24/10/2021,16/11/2021,03/12/2021,09/12/2021,09/12/2021,04/12/2021
2180479,2905,2179,DELIVERED,c165602f8f4,5,PAID,1900,B,San Jose,,,,,,,,,,
2180484,28565,2114,DELIVERED,cd9fe35615e,5,PAID,1767,C,Boston,,,,,,,,,09/12/2021,
2180485,25618,1671,DELIVERED,1089bf9357c,5,PAID,3078,B,San Jose,,,,,,,,,27/12/2021,
2180487,511,536,DELIVERED,ffa530fa796,5,PAID,1547,D,New York,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Oakland, California, United States","Dallas, Texas, United States",06/11/2021,15/11/2021,18/02/2022,23/02/2022,27/02/2022,16/02/2022
2180489,664,1918,DELIVERED,5df1becde54,5,PAID,1029,B,San Jose,"Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",29/11/2021,05/12/2021,03/01/2022,11/01/2022,18/01/2022,18/01/2022
2180490,511,2647,DELIVERED,a9b2f2ca112,5,PAID,1775,A,Birmingham,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Oakland, California, United States","Dallas, Texas, United States",16/10/2021,21/10/2021,19/11/2021,06/12/2021,06/12/2021,04/12/2021
2180491,3406,2157,DELIVERED,e4be3aceb4f,5,PAID,1165,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",31/10/2021,21/11/2021,05/12/2021,13/12/2021,14/12/2021,10/12/2021
2180492,20973,1256,DELIVERED,39c79d16a0b,5,PAID,2152,C,Boston,"Thuan An, Tinh Quang Nam, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Oakland, California, United States","Dallas, Texas, United States",16/10/2021,21/10/2021,19/11/2021,06/12/2021,07/12/2021,06/12/2021
2180496,31126,2087,DELIVERED,978ef01d766,5,PAID,3628,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",09/11/2021,12/11/2021,26/11/2021,01/12/2021,08/12/2021,06/12/2021
2180497,10685,2684,DELIVERED,cb619d6437c,5,PAID,3162,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",22/11/2021,28/11/2021,03/01/2022,09/01/2022,10/01/2022,10/01/2022
2180498,16993,1618,DELIVERED,4bc50d69b23,5,PAID,4460,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",12/01/2022,12/01/2022,18/02/2022,22/02/2022,26/02/2022,19/02/2022
2180499,15061,4718,DELIVERED,1ca15cb3d87,5,PAID,1366,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",11/11/2021,16/11/2021,30/11/2021,05/12/2021,07/12/2021,06/12/2021
2180505,,711,DELIVERED,d4b87339be3,5,PAID,1847,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",06/12/2021,10/12/2021,04/01/2022,11/01/2022,13/01/2022,11/01/2022
2180508,409,1147,DELIVERED,6a2cd76cb1b,5,PAID,1635,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",06/12/2021,10/12/2021,31/01/2022,06/02/2022,09/02/2022,08/02/2022
2180512,6144,1906,DELIVERED,99fa42a7991,5,PAID,3688,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/11/2021,04/12/2021,18/01/2022,24/01/2022,26/01/2022,22/01/2022
2180513,6863,1090,DELIVERED,a2e003ca695,5,PAID,1346,D,New York,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",15/11/2021,15/11/2021,02/12/2021,10/12/2021,10/12/2021,09/12/2021
2180514,425,273,DELIVERED,8c1cc6ec049,5,PAID,2892,B,San Jose,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",16/11/2021,16/11/2021,18/12/2021,24/12/2021,28/12/2021,22/12/2021
2180515,12041,1516,DELIVERED,87df524f809,5,PAID,3441,A,Birmingham,"Mumbai, State of Maharashtra, India","Jawaharlal Nehru, State of Maharashtra, India","New York City, New York, United States","New York City, New York, United States",28/10/2021,09/11/2021,04/01/2022,05/12/2021,21/01/2022,26/01/2022
2180516,8102,598,DELIVERED,9ff389be77a,5,PAID,2728,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",23/11/2021,27/11/2021,27/12/2021,02/01/2022,06/01/2022,03/01/2022
2180517,8102,1540,DELIVERED,6b87c8d8bfc,5,PAID,1092,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",28/01/2022,10/02/2022,03/03/2022,12/03/2022,16/03/2022,16/02/2022
2180521,448,1487,DELIVERED,64801e6e3e9,5,PAID,2277,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",12/11/2021,15/11/2021,08/01/2022,13/01/2022,14/01/2022,14/01/2022
2180522,9211,2001,DELIVERED,34d19d447f8,15,PAID,1920,D,New York,,,,,,,,,07/02/2022,05/02/2022
2180523,28755,1301,DELIVERED,d00b7cc870c,5,PAID,2348,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",06/11/2021,08/11/2021,25/12/2021,26/12/2021,28/12/2021,22/12/2021
2180524,17249,1607,DELIVERED,8a476f92cb5,5,PAID,3236,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/11/2021,14/11/2021,06/01/2022,13/01/2022,14/01/2022,14/01/2022
2180526,5555,330,DELIVERED,76ef0deac47,5,PAID,1352,B,San Jose,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Oakland, California, United States","Dallas, Texas, United States",05/11/2021,15/11/2021,18/02/2022,23/02/2022,27/02/2022,16/02/2022
2180527,25651,2009,DELIVERED,ddef40ba020,5,PAID,1517,C,Boston,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Oakland, California, United States","Dallas, Texas, United States",06/11/2021,15/11/2021,18/02/2022,23/02/2022,27/02/2022,16/02/2022
2180528,3545,939,DELIVERED,f8ba1585bf7,5,PAID,1692,B,San Jose,"Tianjin Xin Gang, Tianjin Shi, China","Tianjin Xin Gang, Tianjin Shi, China","Oakland, California, United States","Dallas, Texas, United States",06/11/2021,15/11/2021,18/02/2022,22/02/2022,26/02/2022,16/02/2022
2180530,,2644,CANCELLED,1ac88a188a4,5,PAID,3897,D,New York,"Sonipat, State of Haryana, India","Mundra, State of Gujarat, India","Houston, Texas, United States","Houston, Texas, United States",28/10/2021,14/11/2021,23/12/2021,,09/01/2022,28/12/2021
2180531,2561,2121,DELIVERED,9ec0106c3ea,5,PAID,1477,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",29/11/2021,30/11/2021,06/01/2022,26/01/2022,27/01/2022,26/01/2022
2180532,9618,5963,DELIVERED,d2535bc0b40,5,PAID,1554,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",05/01/2022,13/01/2022,31/01/2022,08/02/2022,10/02/2022,08/02/2022
2180535,,2184,CANCELLED,901434fc6f4,13,PAID,1831,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,03/12/2021,17/02/2022,18/02/2022,06/03/2022,08/02/2022
2180536,,3730,CANCELLED,83a3c4b89a4,5,PAID,1906,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",23/11/2021,27/11/2021,29/12/2021,05/01/2022,07/01/2022,03/01/2022
2180537,25651,2243,DELIVERED,d9a5851fe9e,5,PAID,3634,B,San Jose,,"Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",10/12/2021,10/12/2021,08/01/2022,09/02/2022,11/02/2022,08/02/2022
2180538,9793,1077,DELIVERED,3b08436c465,5,PAID,2924,D,New York,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",17/10/2021,26/10/2021,20/12/2021,25/12/2021,27/12/2021,22/12/2021
2180539,18715,1038,DELIVERED,eba9995b64f,5,PAID,3516,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/11/2021,17/11/2021,03/12/2021,11/12/2021,10/12/2021,06/12/2021
2180541,25651,3005,DELIVERED,37eb534ba4d,1,PAID,1619,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",04/11/2021,05/11/2021,21/12/2021,19/12/2021,21/12/2021,17/12/2021
2180548,22217,1299,DELIVERED,819da55488c,5,PAID,2178,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,05/12/2021,18/02/2022,28/02/2022,04/03/2022,16/02/2022
2180550,25651,6103,DELIVERED,9d30520dd21,28,PAID,1530,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",10/12/2021,12/12/2021,19/02/2022,25/02/2022,01/03/2022,16/02/2022
2180559,532,1234,DELIVERED,6b2742b3b1b,5,PAID,1609,B,San Jose,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",12/12/2021,12/12/2021,26/01/2022,05/02/2022,07/02/2022,04/02/2022
2180560,24130,5009,DELIVERED,3b9e9468486,5,PAID,1057,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,17/02/2022,18/02/2022,06/03/2022,08/02/2022
2180562,25651,2206,DELIVERED,f652dd058ca,5,PAID,3811,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",14/11/2021,21/11/2021,06/12/2021,13/12/2021,14/12/2021,10/12/2021
2180564,13074,1812,DELIVERED,9e91a3c8c4b,9,PAID,11861,A,Birmingham,,,,,,,,,,
2180567,29676,4835,DELIVERED,032d2e2ecdb,5,PAID,1657,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,,22/02/2022,26/02/2022,16/02/2022
2180568,26274,2102,DELIVERED,13f6adcbf84,5,PAID,1173,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/11/2021,28/11/2021,18/01/2022,24/01/2022,26/01/2022,22/01/2022
2180569,581,3623,DELIVERED,b0a2b800205,5,PAID,2758,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",21/11/2021,24/11/2021,12/02/2022,21/02/2022,25/02/2022,16/02/2022
2180570,17977,1615,DELIVERED,79a4c17796e,5,PAID,1594,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,30/12/2021,06/01/2022,10/01/2022,05/01/2022
2180576,5800,397,DELIVERED,fb34d47ea70,5,PAID,2703,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,05/12/2021,18/02/2022,28/02/2022,04/03/2022,16/02/2022
2180579,10534,2211,DELIVERED,4819ffceff9,5,PAID,1213,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",16/12/2021,19/12/2021,11/02/2022,01/01/1900,15/02/2022,12/02/2022
2180583,5052,2088,DELIVERED,fcaa2a69662,5,PAID,1220,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",07/11/2021,17/11/2021,10/12/2021,20/12/2021,21/12/2021,18/12/2021
2180587,25651,2393,DELIVERED,f1302ac9d0a,5,PAID,1690,C,Boston,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",08/12/2021,08/12/2021,,01/01/1900,24/01/2022,18/01/2022
2180588,9540,2650,DELIVERED,4c6c72a42bf,5,PAID,2585,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",04/11/2021,04/11/2021,21/12/2021,01/01/1900,28/12/2021,22/12/2021
2180592,13863,2270,DELIVERED,33432b77a2c,5,PAID,1358,D,New York,,,,,,,,,,
2180596,29906,2409,DELIVERED,187bf3a3779,5,PAID,3148,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,27/12/2021,03/01/2022,06/01/2022,05/01/2022
2180597,25651,2569,DELIVERED,799efbf6307,5,PAID,3501,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",28/10/2021,29/10/2021,13/12/2021,12/12/2021,15/12/2021,13/12/2021
2180598,20248,5620,DELIVERED,b7a4f2700b2,5,PAID,2717,B,San Jose,,"Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",27/11/2021,27/11/2021,16/01/2022,21/01/2022,24/01/2022,18/01/2022
2180599,7480,1572,DELIVERED,d800b143334,5,PAID,1223,C,Boston,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",27/10/2021,31/10/2021,01/02/2022,19/02/2022,23/02/2022,16/02/2022
2180601,6952,907,DELIVERED,8dca1975fcc,5,PAID,1417,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,19/01/2022,11/02/2022,15/02/2022,12/02/2022
2180602,14346,2206,DELIVERED,3d0e4ddc6a6,5,PAID,2518,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",17/12/2021,22/12/2021,02/02/2022,01/01/1900,08/02/2022,04/02/2022
2180603,12975,1316,DELIVERED,f626799994d,5,PAID,3233,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",14/12/2021,17/12/2021,17/01/2022,24/01/2022,26/01/2022,22/01/2022
2180604,,13768,CANCELLED,5b4a0ea9c2f,5,PAID,3621,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",31/10/2021,21/11/2021,08/12/2021,14/12/2021,15/12/2021,13/12/2021
2180605,5527,2131,DELIVERED,0d6f660e11f,10,PAID,2431,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",28/12/2021,30/12/2021,08/02/2022,20/02/2022,24/02/2022,18/02/2022
2180609,5226,546,DELIVERED,f635dde87f9,5,PAID,1790,C,Boston,,,,,,,,,,
2180611,,13768,CANCELLED,1e763857357,5,PAID,3419,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Houston, Texas, United States","Dallas, Texas, United States",01/12/2021,05/12/2021,08/02/2022,01/01/1900,16/02/2022,12/02/2022
2180612,19085,1056,DELIVERED,15022757aa8,5,PAID,2010,D,New York,,,,,,,,,,
2180618,16292,1189,DELIVERED,debb94102be,5,PAID,2302,B,San Jose,,,,,,,,,,
2180619,10019,1230,DELIVERED,c1c5c89ae9c,5,PAID,1990,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",13/12/2021,16/12/2021,08/01/2022,17/01/2022,18/01/2022,17/01/2022
2180624,24887,1389,DELIVERED,730f9e600cb,5,PAID,1239,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/11/2021,23/11/2021,11/12/2021,20/12/2021,22/12/2021,18/12/2021
2180625,532,1094,DELIVERED,d9947f717e4,5,PAID,3869,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",04/12/2021,08/12/2021,17/01/2022,01/01/1900,25/01/2022,18/01/2022
2180633,8467,1487,DELIVERED,b092c148ec8,5,PAID,1454,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/12/2021,30/12/2021,08/02/2022,18/02/2022,21/02/2022,18/02/2022
2180635,15050,1795,DELIVERED,d5e8c0fad45,5,PAID,3523,D,New York,,,,,,,,,,
2180638,425,222,DELIVERED,ca8d8737935,5,PAID,1798,B,San Jose,,,,,,,,,06/01/2022,
